3.203364225907965324e-01,8.953910434858124434e-01,4.007845389922635171e-01,3.786985306500401105e-01
7.451996223315670020e-01,4.238319409316714248e-01,2.457260388241730986e-01,3.558229355054665088e-01
3.866963054583981707e-01,4.119419782997700841e-01,3.108569666048488500e-02,3.686596107757192931e-01
1.822027606068515881e-01,8.053004829215779647e-01,5.553266983358239317e-01,3.814672736459120417e-01
2.353843902884945605e-01,7.045730062773823965e-01,5.458019737371264668e-01,4.661989296443751485e-01
4.744372550364494012e-01,7.822413919791308956e-01,1.887421215418205733e-01,1.029605451539259420e-01
6.930095396783504391e-01,5.045602860980198390e-01,6.321320199956738106e-01,8.032529072862297781e-01
8.724919736707119622e-01,9.018299339574752382e-01,4.191256242594443293e-01,3.355373083466725026e-01
1.651131591065014836e-01,1.141396125490848901e-01,2.816011493509695818e-02,9.149587306677851029e-01
6.396191909895132532e-02,2.272320087735749672e-01,8.411634097718374559e-01,7.124696006039934471e-01
2.458250171627714975e-01,9.300849516485333313e-01,2.190751098377046180e-01,8.869073406604037757e-01
1.339364993691672945e-01,4.741858905581468608e-01,1.458604407131378622e-01,7.662503868853282052e-01
9.003060906048532264e-01,4.166038591346226116e-01,1.346801128125835190e-01,7.274397832826873245e-01
8.703557553314609230e-01,5.741411243340343029e-01,5.393997757751525235e-01,7.114308888394503816e-01
9.470858781795714609e-01,3.623529239572846894e-01,5.921330475251578296e-01,5.134694503196272075e-01
7.800433544516032214e-01,4.403112037175462845e-01,4.195987830608435276e-01,5.417391742763896234e-01
1.893977488915551399e-01,1.517329931998671055e-01,4.276945644628123988e-01,3.675373439120224184e-01
6.370777546653160206e-01,5.796631600924206928e-01,5.923769193050452131e-01,9.987702141987734317e-01
5.556043052983598018e-01,6.510790238530812513e-01,7.995870128380505593e-01,5.991376262643743900e-01
8.124797566941114324e-01,7.483863497445348845e-01,8.478138690439798175e-01,4.590362804381559192e-01
9.087155782820721672e-01,9.409490039698731323e-02,9.871663359530286064e-01,5.722133764571335490e-01
2.968398060978507669e-01,6.564206606102600539e-01,1.567794674006138811e-01,8.216583979940537130e-01
9.085178900391559509e-01,8.411881073630786965e-01,7.883440382187028028e-01,5.025288134400359707e-01
9.033961595872104233e-01,5.417650429626447162e-01,7.591782888551235065e-01,9.715318394011346337e-01
8.148524204937674931e-01,1.449191152702560270e-01,2.255080820295271016e-01,3.980929073402441620e-01
9.594664515879769429e-02,6.513961301638055978e-01,9.849269510656344373e-01,2.597237848988021014e-04
1.062284871097798344e-01,7.665719086663634885e-01,4.308233504695144767e-01,7.509508345111874927e-01
2.913764696898829554e-01,9.420932726708275418e-02,2.560359300065815358e-01,1.751739908637460763e-01
6.560322588643652253e-02,9.323710455652785001e-01,7.249281676985001033e-01,2.535511532846811411e-01
4.972319134753264702e-01,8.665331320857931896e-01,1.623277299522882799e-01,1.179808758405692659e-01
4.157372459843599044e-01,9.111876835439067790e-01,1.581498549812851984e-01,8.512788322892157478e-01
6.974765665049802443e-01,3.269222913777639627e-01,5.799143376779356540e-01,5.991815276357017606e-01
9.005136359220031750e-01,1.450642622148685668e-01,7.776721286006478273e-01,5.390749669232846042e-01
2.350222784887852079e-01,9.947573186240776799e-01,7.245829522408073764e-01,3.723469577072088255e-01
9.198966645024923006e-01,4.218273405893459005e-01,6.016826102277533783e-01,1.963663017998013016e-01
7.394690334345939142e-01,1.307235139947466873e-01,1.297340368879031924e-01,1.637451021282009256e-01
6.640247144929205536e-01,3.074238874079954220e-01,2.731122607726287344e-01,6.682219839017319307e-01
2.975889096202261053e-01,9.823338695993512060e-01,9.455718804689778878e-01,8.181435115725385065e-01
9.206920236639848376e-01,7.425767433362332470e-01,9.226507510720768357e-01,8.633845516496608807e-01
6.809788801327424368e-01,8.134041381971944817e-01,8.548955695578905889e-01,8.034414616748122295e-01
2.798634177267345091e-02,8.869579347333129693e-01,2.631428604992168685e-01,1.109049798249250873e-01
5.578253326572016890e-01,1.467701861792803930e-01,9.280107426324809561e-01,2.994076251899248087e-01
8.634611108099743415e-02,9.785918077827862049e-01,3.932863907925534530e-01,5.002105745865534914e-01
3.421679693621249019e-02,1.389257824674076103e-01,2.687565964037892385e-01,5.036009721142984397e-01
8.304896787879378905e-02,9.152774257090841026e-01,2.577617251453817593e-01,9.639296137403897680e-01
9.057099445252700942e-01,5.958993823799513256e-01,7.223451241078278073e-01,5.872439195467574757e-01
2.080978753438619266e-01,5.926664033819227795e-01,6.071978128777916206e-01,8.660351116390523352e-01
6.607937800594210209e-02,1.819955424409138711e-01,8.733495387023858525e-01,7.360033396534051420e-01
9.994491019261649845e-01,6.287459169393905256e-01,6.372016989807977039e-01,9.414111369685954633e-01
1.252979268364352583e-01,7.908729736329214166e-01,8.001940460599262783e-01,9.840838409646707197e-01
6.278784407425397340e-01,6.291091726777073845e-01,7.182395309255975580e-01,5.147031393401921839e-01
8.816018703724407546e-01,2.536908547882976706e-02,3.741648935129060494e-02,7.837390127233100356e-01
1.375762936164219852e-01,7.971863735473543322e-01,7.419258957050333114e-01,4.394204329094074657e-01
2.272360280568037627e-01,5.419038962696063333e-01,5.718204716013776112e-01,7.181158801281696258e-01
4.843807373856311438e-01,4.710045643565424767e-01,8.027315829976392481e-01,4.012342961992839685e-01
5.198805388373486380e-01,3.042065235630617703e-01,3.175712161403257960e-01,7.970469595863449719e-03
3.486719598870390291e-01,9.383327638168981188e-02,7.138256462408699710e-01,6.166640620196339739e-03
3.088945814620618346e-01,4.800138285284943906e-01,3.914846114411518752e-01,1.846731967210756276e-01
3.934111279096684788e-01,9.400853616648018329e-01,4.478601602210072752e-01,2.242824014890003603e-01
2.272278677433001715e-01,4.248795376510201560e-01,2.031658474730557717e-01,2.843590185295109540e-01
6.260649390873450626e-01,2.326262828206581146e-01,2.660794030932238652e-01,7.597627381814232583e-01
3.907344177469191937e-01,5.838820305747652872e-01,5.174338197563391750e-01,7.756131838827299285e-01
3.568302436286752144e-02,9.422704571835684995e-01,2.955604330759710185e-01,9.889007496270773023e-01
5.607273657106295328e-01,5.275940598018926675e-01,2.978517846339814312e-01,5.185628549950448418e-01
6.507507408090176249e-01,1.470589511982726139e-01,5.466907702046094331e-01,7.146047479163940563e-01
1.685416177676007932e-01,1.960254397462763976e-01,4.563339418981544604e-01,5.250208990456971536e-01
3.216924425605506288e-01,4.212978988031623739e-01,9.415740624075866760e-01,9.528653778594874391e-01
7.394803664067923776e-01,2.977900209957103916e-01,8.887479653569697602e-01,6.425075134088753526e-02
1.547608039529164703e-01,9.344343585867725954e-01,2.247026675213330549e-01,6.841757067613039034e-01
7.937755089531054464e-01,5.486089745672378948e-01,1.697784896561997936e-01,5.943373712327990610e-01
6.966320065438753595e-01,5.467418269125894348e-01,3.531081068637718090e-01,3.431433338584498616e-01
4.575496554907944047e-01,4.450387962745743220e-01,3.237940860897914330e-02,5.805028892435879495e-01
8.197321109765791647e-01,8.597972644750571103e-01,6.812316958123817434e-01,5.631841034931509560e-01
7.162756972083894613e-02,2.704035815016819777e-01,1.042594471341025120e-01,5.725909788361531749e-01
2.870922914609675969e-01,7.178844935874593158e-01,9.120599799822461939e-01,2.788971075482075124e-01
9.939004174648922163e-01,4.652370209374131482e-01,5.546014359178252917e-02,7.602622537585612683e-01
9.767723485636523595e-01,3.539977548773198812e-02,3.470360738066684547e-01,8.751865506563091257e-01
1.095090784528307548e-01,7.420538680243615737e-02,8.185209970616007524e-01,6.214685264662860309e-01
2.216461974018835157e-02,7.963385948923112911e-01,8.738889152199639243e-01,2.446176280005731840e-01
1.712678017868318747e-01,5.982034121753985190e-01,4.225079939892476544e-01,8.299683319675107418e-01
6.501811711189976473e-01,1.641277814602062346e-01,2.350959527609942645e-01,4.939845709971157905e-02
8.420029210067347947e-02,2.442121514117320258e-01,4.865999668955015567e-01,9.953032067318501319e-01
4.444278766254805557e-02,7.362537490012264207e-01,4.901710327725561367e-02,4.068399655060062070e-02
4.750635707402047769e-01,7.581786846905324007e-01,9.835106271648563769e-01,5.639730689317760115e-01
4.108307290035826398e-01,7.094677747430342407e-01,5.852473243675873071e-01,4.658902699383222767e-01
5.544126535865194771e-01,1.789453886568977969e-01,4.901398232498300755e-01,6.133697720317402569e-01
3.171398096051147864e-02,9.449661963073685556e-02,8.130510067336688129e-01,3.235585213940076477e-01
6.942838367240681263e-01,2.114334174111534015e-01,2.801596165323140264e-01,8.269007223291908737e-01
2.199113609642016076e-01,5.514541201356067956e-01,8.861859176247015579e-01,7.461296109545862976e-01
4.535610511040502058e-01,4.773017861726738253e-01,3.229656589247374976e-01,9.147063304141750395e-01
2.978350650726321325e-01,5.767667883453504452e-01,2.223688838597319695e-01,1.289568772553392195e-01
1.843848390610102195e-01,7.170376570885771406e-01,3.639528914963252593e-02,3.702333792479176600e-01
8.252928090703237629e-01,3.783373266747065422e-01,2.702873746373759545e-01,9.665375070769073318e-01
5.970252266096754967e-01,2.219725411858505248e-01,5.908871344023149952e-01,1.395845838271058126e-01
8.219325258473612061e-01,3.438391553783542998e-01,2.678388784944072398e-01,9.530994805416331817e-01
7.808875902705458838e-02,7.033999006051070424e-01,3.395428727139127023e-01,6.029414047656992404e-01
9.242639490412483116e-01,5.615534419405093791e-01,4.322204282822342813e-01,2.730370667547746821e-01
